time	sig 0	sig 1
  0.578	  0.265	  0.335
  0.586	  0.255	  0.335
  0.594	  0.245	  0.325
  0.602	  0.245	  0.325
  0.609	  0.235	  0.325
  0.617	  0.225	  0.315
  0.625	  0.225	  0.305
  0.633	  0.225	  0.305
  0.641	  0.215	  0.295
  0.648	  0.205	  0.295
  0.656	  0.205	  0.295
  0.664	  0.195	  0.285
  0.672	  0.195	  0.275
  0.680	  0.185	  0.275
  0.688	  0.185	  0.265
  0.695	  0.185	  0.265
  0.703	  0.175	  0.265
  0.711	  0.175	  0.245
  0.719	  0.165	  0.245
  0.727	  0.155	  0.245
  0.734	  0.155	  0.235
  0.742	  0.145	  0.235
  0.750	  0.145	  0.225
  0.758	  0.135	  0.225
  0.766	  0.135	  0.215
  0.773	  0.125	  0.215
  0.781	  0.125	  0.215
  0.789	  0.125	  0.205
  0.797	  0.115	  0.205
  0.805	  0.105	  0.195
  0.812	  0.105	  0.185
  0.820	  0.095	  0.175
  0.828	  0.095	  0.175
  0.836	  0.075	  0.165
  0.844	  0.075	  0.155
  0.852	  0.065	  0.145
  0.859	  0.045	  0.145
  0.867	 -0.065	 -0.545
  0.875	 -0.615	 -0.545
  0.883	 -0.605	 -0.515
  0.891	 -0.595	 -0.515
  0.898	 -0.595	 -0.505
  0.906	 -0.585	 -0.515
  0.914	 -0.585	 -0.505
  0.922	 -0.585	 -0.495
  0.930	 -0.575	 -0.495
  0.938	 -0.565	 -0.485
  0.945	 -0.555	 -0.475
  0.953	 -0.555	 -0.475
  0.961	 -0.555	 -0.465
  0.969	 -0.545	 -0.455
  0.977	 -0.535	 -0.445
  0.984	 -0.525	 -0.445
  0.992	 -0.525	 -0.435
  1.000	 -0.515	 -0.425
  1.008	 -0.515	 -0.425
  1.016	 -0.495	 -0.415
  1.023	 -0.495	 -0.415
  1.031	 -0.495	 -0.415
  1.039	 -0.485	 -0.405
  1.047	 -0.475	 -0.395
  1.055	 -0.475	 -0.385
  1.062	 -0.465	 -0.385
  1.070	 -0.455	 -0.375
  1.078	 -0.455	 -0.365
  1.086	 -0.445	 -0.365
  1.094	 -0.435	 -0.355
  1.102	 -0.435	 -0.355
  1.109	 -0.425	 -0.345
  1.117	 -0.425	 -0.345
  1.125	 -0.415	 -0.335
  1.133	 -0.415	 -0.325
  1.141	 -0.405	 -0.325
  1.148	 -0.405	 -0.325
  1.156	 -0.395	 -0.315
  1.164	 -0.385	 -0.305
  1.172	 -0.385	 -0.305
  1.180	 -0.385	 -0.305
  1.188	 -0.365	 -0.295
  1.195	 -0.365	 -0.295
  1.203	 -0.355	 -0.285
  1.211	 -0.355	 -0.275
  1.219	 -0.345	 -0.275
  1.227	 -0.345	 -0.275
  1.234	 -0.335	 -0.265
  1.242	 -0.335	 -0.255
  1.250	 -0.325	 -0.255
  1.258	 -0.325	 -0.255
  1.266	 -0.315	 -0.245
  1.273	 -0.305	 -0.245
  1.281	 -0.305	 -0.235
  1.289	 -0.295	 -0.235
  1.297	 -0.295	 -0.225
  1.305	 -0.285	 -0.225
  1.312	 -0.275	 -0.215
  1.320	 -0.265	 -0.215
  1.328	 -0.265	 -0.205
  1.336	 -0.265	 -0.195
  1.344	 -0.245	 -0.185
  1.352	 -0.235	 -0.175
  1.359	 -0.215	 -0.175
  1.367	 -0.075	  0.505
  1.375	  0.475	  0.505
  1.383	  0.445	  0.485
  1.391	  0.435	  0.475
  1.398	  0.425	  0.475
  1.406	  0.425	  0.465
  1.414	  0.415	  0.455
  1.422	  0.405	  0.455
  1.430	  0.395	  0.445
  1.438	  0.395	  0.445
  1.445	  0.385	  0.425
  1.453	  0.385	  0.425
  1.461	  0.375	  0.415
  1.469	  0.365	  0.415
  1.477	  0.365	  0.405
  1.484	  0.355	  0.395
  1.492	  0.345	  0.395
  1.500	  0.345	  0.385
  1.508	  0.335	  0.375
  1.516	  0.325	  0.375
  1.523	  0.315	  0.365
  1.531	  0.315	  0.355
  1.539	  0.315	  0.355
  1.547	  0.305	  0.345
  1.555	  0.295	  0.345
  1.562	  0.295	  0.335
  1.570	  0.285	  0.325
  1.578	  0.285	  0.325
  1.586	  0.275	  0.315
  1.594	  0.265	  0.315
  1.602	  0.265	  0.305
  1.609	  0.265	  0.295
  1.617	  0.255	  0.295
  1.625	  0.245	  0.295
  1.633	  0.235	  0.285
  1.641	  0.235	  0.285
  1.648	  0.225	  0.275
  1.656	  0.225	  0.265
  1.664	  0.215	  0.265
  1.672	  0.215	  0.265
  1.680	  0.205	  0.255
  1.688	  0.205	  0.245
  1.695	  0.195	  0.245
  1.703	  0.185	  0.235
  1.711	  0.175	  0.235
  1.719	  0.175	  0.235
  1.727	  0.175	  0.225
  1.734	  0.165	  0.225
  1.742	  0.155	  0.215
  1.750	  0.155	  0.215
  1.758	  0.145	  0.205
  1.766	  0.135	  0.205
  1.773	  0.135	  0.195
  1.781	  0.125	  0.195
  1.789	  0.115	  0.195
  1.797	  0.115	  0.185
  1.805	  0.105	  0.185
  1.812	  0.105	  0.175
  1.820	  0.095	  0.175
  1.828	  0.085	  0.165
  1.836	  0.085	  0.155
  1.844	  0.075	  0.145
  1.852	  0.065	  0.135
  1.859	  0.045	  0.135
  1.867	 -0.025	 -0.535
  1.875	 -0.635	 -0.555
  1.883	 -0.625	 -0.535
  1.891	 -0.605	 -0.535
  1.898	 -0.605	 -0.515
  1.906	 -0.595	 -0.515
  1.914	 -0.595	 -0.515
  1.922	 -0.585	 -0.495
  1.930	 -0.585	 -0.505
  1.938	 -0.575	 -0.485
  1.945	 -0.565	 -0.485
  1.953	 -0.555	 -0.475
  1.961	 -0.545	 -0.465
  1.969	 -0.535	 -0.465
  1.977	 -0.535	 -0.455
  1.984	 -0.525	 -0.445
  1.992	 -0.525	 -0.435
  2.000	 -0.515	 -0.435
  2.008	 -0.505	 -0.425
  2.016	 -0.495	 -0.425
  2.023	 -0.495	 -0.405
  2.031	 -0.485	 -0.405
  2.039	 -0.475	 -0.405
  2.047	 -0.465	 -0.395
  2.055	 -0.465	 -0.385
  2.062	 -0.455	 -0.375
  2.070	 -0.445	 -0.375
  2.078	 -0.435	 -0.365
  2.086	 -0.435	 -0.365
  2.094	 -0.425	 -0.355
  2.102	 -0.425	 -0.345
  2.109	 -0.405	 -0.335
  2.117	 -0.405	 -0.335
  2.125	 -0.395	 -0.335
  2.133	 -0.395	 -0.325
  2.141	 -0.385	 -0.315
  2.148	 -0.375	 -0.315
  2.156	 -0.365	 -0.305
  2.164	 -0.365	 -0.305
  2.172	 -0.355	 -0.295
  2.180	 -0.355	 -0.285
  2.188	 -0.345	 -0.285
  2.195	 -0.335	 -0.275
  2.203	 -0.325	 -0.275
  2.211	 -0.335	 -0.265
  2.219	 -0.325	 -0.265
  2.227	 -0.325	 -0.265
  2.234	 -0.315	 -0.245
  2.242	 -0.305	 -0.245
  2.250	 -0.305	 -0.245
  2.258	 -0.295	 -0.245
  2.266	 -0.295	 -0.225
  2.273	 -0.295	 -0.225
  2.281	 -0.285	 -0.215
  2.289	 -0.275	 -0.215
  2.297	 -0.275	 -0.215
  2.305	 -0.265	 -0.195
  2.312	 -0.265	 -0.195
  2.320	 -0.265	 -0.195
  2.328	 -0.255	 -0.185
  2.336	 -0.255	 -0.185
  2.344	 -0.235	 -0.165
  2.352	 -0.225	 -0.155
  2.359	 -0.205	 -0.135
  2.367	 -0.175	  0.455
  2.375	  0.405	  0.525
  2.383	  0.435	  0.515
  2.391	  0.425	  0.505
  2.398	  0.415	  0.505
  2.406	  0.415	  0.495
  2.414	  0.415	  0.485
  2.422	  0.405	  0.485
  2.430	  0.395	  0.475
  2.438	  0.395	  0.465
  2.445	  0.385	  0.465
  2.453	  0.385	  0.455
  2.461	  0.375	  0.445
  2.469	  0.365	  0.435
  2.477	  0.365	  0.435
  2.484	  0.355	  0.425
  2.492	  0.345	  0.415
  2.500	  0.345	  0.415
  2.508	  0.335	  0.405
  2.516	  0.325	  0.405
  2.523	  0.315	  0.395
  2.531	  0.315	  0.385
  2.539	  0.305	  0.385
  2.547	  0.305	  0.375
  2.555	  0.295	  0.375
  2.562	  0.285	  0.365
  2.570	  0.285	  0.365
  2.578	  0.275	  0.355
  2.586	  0.275	  0.345
  2.594	  0.265	  0.345
  2.602	  0.255	  0.335
  2.609	  0.255	  0.335
  2.617	  0.255	  0.335
  2.625	  0.245	  0.315
  2.633	  0.235	  0.315
  2.641	  0.235	  0.315
  2.648	  0.215	  0.305
  2.656	  0.225	  0.305
  2.664	  0.215	  0.295
  2.672	  0.205	  0.295
  2.680	  0.195	  0.285
  2.688	  0.185	  0.285
  2.695	  0.185	  0.285
  2.703	  0.175	  0.265
  2.711	  0.165	  0.265
  2.719	  0.165	  0.265
  2.727	  0.155	  0.265
  2.734	  0.145	  0.255
  2.742	  0.145	  0.245
  2.750	  0.145	  0.245
  2.758	  0.135	  0.245
  2.766	  0.125	  0.235
  2.773	  0.125	  0.235
  2.781	  0.125	  0.225
  2.789	  0.115	  0.225
  2.797	  0.115	  0.215
  2.805	  0.105	  0.215
  2.812	  0.105	  0.205
  2.820	  0.095	  0.205
  2.828	  0.085	  0.195
  2.836	  0.075	  0.185
  2.844	  0.075	  0.175
  2.852	  0.055	  0.165
  2.859	  0.045	  0.155
  2.867	 -0.145	 -0.515
  2.875	 -0.625	 -0.515
  2.883	 -0.605	 -0.495
  2.891	 -0.605	 -0.485
  2.898	 -0.595	 -0.475
  2.906	 -0.585	 -0.475
  2.914	 -0.585	 -0.475
  2.922	 -0.585	 -0.465
  2.930	 -0.575	 -0.455
  2.938	 -0.565	 -0.455
  2.945	 -0.575	 -0.445
  2.953	 -0.555	 -0.435
  2.961	 -0.555	 -0.435
  2.969	 -0.545	 -0.425
  2.977	 -0.545	 -0.415
  2.984	 -0.525	 -0.405
  2.992	 -0.525	 -0.405
  3.000	 -0.515	 -0.395
  3.008	 -0.515	 -0.385
  3.016	 -0.505	 -0.385
  3.023	 -0.495	 -0.375
  3.031	 -0.495	 -0.365
  3.039	 -0.485	 -0.365
  3.047	 -0.485	 -0.355
  3.055	 -0.475	 -0.345
  3.062	 -0.465	 -0.335
  3.070	 -0.455	 -0.335
  3.078	 -0.455	 -0.325
  3.086	 -0.455	 -0.315
  3.094	 -0.445	 -0.315
  3.102	 -0.435	 -0.305
  3.109	 -0.425	 -0.305
  3.117	 -0.425	 -0.295
  3.125	 -0.415	 -0.285
  3.133	 -0.415	 -0.285
  3.141	 -0.405	 -0.275
  3.148	 -0.405	 -0.275
  3.156	 -0.395	 -0.275
  3.164	 -0.395	 -0.265
  3.172	 -0.385	 -0.245
  3.180	 -0.385	 -0.245
  3.188	 -0.375	 -0.245
  3.195	 -0.365	 -0.245
  3.203	 -0.355	 -0.235
  3.211	 -0.365	 -0.235
  3.219	 -0.345	 -0.225
  3.227	 -0.345	 -0.215
  3.234	 -0.335	 -0.215
  3.242	 -0.335	 -0.215
  3.250	 -0.325	 -0.205
  3.258	 -0.325	 -0.205
  3.266	 -0.315	 -0.205
  3.273	 -0.315	 -0.195
  3.281	 -0.305	 -0.185
  3.289	 -0.295	 -0.185
  3.297	 -0.285	 -0.175
  3.305	 -0.285	 -0.175
  3.312	 -0.275	 -0.165
  3.320	 -0.275	 -0.165
  3.328	 -0.265	 -0.155
  3.336	 -0.255	 -0.155
  3.344	 -0.245	 -0.145
  3.352	 -0.235	 -0.135
  3.359	 -0.215	 -0.135
  3.367	 -0.175	  0.505
  3.375	  0.445	  0.545
  3.383	  0.445	  0.515
  3.391	  0.435	  0.515
  3.398	  0.425	  0.505
  3.406	  0.415	  0.505
  3.414	  0.405	  0.495
  3.422	  0.405	  0.495
  3.430	  0.395	  0.485
  3.438	  0.395	  0.475
  3.445	  0.375	  0.475
  3.453	  0.365	  0.465
  3.461	  0.365	  0.455
  3.469	  0.355	  0.455
  3.477	  0.355	  0.445
  3.484	  0.335	  0.435
  3.492	  0.325	  0.435
  3.500	  0.325	  0.425
  3.508	  0.315	  0.425
  3.516	  0.315	  0.415
  3.523	  0.295	  0.405
  3.531	  0.295	  0.395
  3.539	  0.285	  0.395
  3.547	  0.285	  0.395
  3.555	  0.265	  0.375
  3.562	  0.265	  0.375
  3.570	  0.265	  0.375
  3.578	  0.255	  0.365
  3.586	  0.245	  0.365
  3.594	  0.245	  0.355
  3.602	  0.235	  0.345
  3.609	  0.225	  0.345
  3.617	  0.215	  0.345
  3.625	  0.215	  0.335
  3.633	  0.205	  0.325
  3.641	  0.195	  0.325
  3.648	  0.195	  0.325
  3.656	  0.185	  0.315
  3.664	  0.185	  0.315
  3.672	  0.175	  0.305
  3.680	  0.165	  0.295
  3.688	  0.165	  0.295
  3.695	  0.165	  0.285
  3.703	  0.155	  0.285
  3.711	  0.155	  0.275
  3.719	  0.145	  0.275
  3.727	  0.145	  0.275
  3.734	  0.135	  0.265
  3.742	  0.135	  0.265
  3.750	  0.135	  0.255
  3.758	  0.125	  0.255
  3.766	  0.125	  0.245
  3.773	  0.115	  0.245
  3.781	  0.115	  0.245
  3.789	  0.105	  0.225
  3.797	  0.105	  0.235
  3.805	  0.095	  0.225
  3.812	  0.095	  0.215
  3.820	  0.085	  0.215
  3.828	  0.085	  0.205
  3.836	  0.085	  0.205
  3.844	  0.075	  0.185
  3.852	  0.055	  0.175
  3.859	  0.045	  0.155
  3.867	  0.025	 -0.395
  3.875	 -0.565	 -0.515
  3.883	 -0.615	 -0.495
  3.891	 -0.605	 -0.485
  3.898	 -0.605	 -0.475
  3.906	 -0.595	 -0.475
  3.914	 -0.585	 -0.465
  3.922	 -0.585	 -0.465
  3.930	 -0.585	 -0.455
  3.938	 -0.575	 -0.445
  3.945	 -0.575	 -0.445
  3.953	 -0.555	 -0.435
  3.961	 -0.555	 -0.435
  3.969	 -0.555	 -0.425
  3.977	 -0.545	 -0.415
  3.984	 -0.535	 -0.405
  3.992	 -0.535	 -0.395
