time	sig 0	sig 1
  2.359	  0.215	  0.075
  2.367	  0.225	  0.075
  2.375	  0.195	  0.085
  2.383	  0.185	  0.085
  2.391	  0.135	  0.055
  2.398	  0.085	  0.035
  2.406	  0.065	  0.025
  2.414	  0.035	 -0.005
  2.422	 -0.015	 -0.045
  2.430	 -0.015	 -0.065
  2.438	 -0.055	 -0.075
  2.445	 -0.045	 -0.075
  2.453	 -0.065	 -0.075
  2.461	 -0.055	 -0.085
  2.469	 -0.045	 -0.065
  2.477	 -0.055	 -0.075
  2.484	 -0.055	 -0.075
  2.492	 -0.045	 -0.075
  2.500	 -0.055	 -0.075
  2.508	 -0.055	 -0.075
  2.516	 -0.045	 -0.075
  2.523	 -0.065	 -0.095
  2.531	 -0.055	 -0.085
  2.539	 -0.045	 -0.085
  2.547	 -0.055	 -0.095
  2.555	 -0.055	 -0.105
  2.562	 -0.075	 -0.105
  2.570	 -0.065	 -0.105
  2.578	 -0.075	 -0.105
  2.586	 -0.085	 -0.125
  2.594	 -0.085	 -0.135
  2.602	 -0.085	 -0.125
  2.609	 -0.105	 -0.135
  2.617	 -0.095	 -0.145
  2.625	 -0.105	 -0.145
  2.633	 -0.105	 -0.135
  2.641	 -0.115	 -0.155
  2.648	 -0.105	 -0.175
  2.656	 -0.065	 -0.165
  2.664	 -0.005	 -0.105
  2.672	  0.035	 -0.055
  2.680	  0.015	 -0.085
  2.688	 -0.055	 -0.145
  2.695	 -0.055	 -0.135
  2.703	 -0.095	 -0.165
  2.711	 -0.125	 -0.175
  2.719	 -0.125	 -0.175
  2.727	 -0.125	 -0.165
  2.734	 -0.145	 -0.165
  2.742	 -0.145	 -0.185
  2.750	 -0.155	 -0.175
  2.758	 -0.145	 -0.155
  2.766	 -0.145	 -0.165
  2.773	 -0.145	 -0.175
  2.781	 -0.125	 -0.165
  2.789	 -0.135	 -0.145
  2.797	 -0.115	 -0.145
  2.805	 -0.115	 -0.155
  2.812	 -0.345	 -0.095
  2.820	 -0.375	 -0.085
  2.828	  0.025	  0.295
  2.836	  0.965	 -0.005
  2.844	  1.805	 -0.275
  2.852	  1.045	 -0.525
  2.859	 -0.255	 -0.985
  2.867	 -0.585	 -0.825
  2.875	 -0.405	 -0.395
  2.883	 -0.205	 -0.165
  2.891	 -0.105	 -0.055
  2.898	 -0.135	 -0.095
  2.906	 -0.135	 -0.105
  2.914	 -0.145	 -0.095
  2.922	 -0.145	 -0.095
  2.930	 -0.145	 -0.105
  2.938	 -0.145	 -0.095
  2.945	 -0.135	 -0.085
  2.953	 -0.135	 -0.075
  2.961	 -0.115	 -0.085
  2.969	 -0.105	 -0.085
  2.977	 -0.085	 -0.065
  2.984	 -0.095	 -0.075
  2.992	 -0.085	 -0.075
  3.000	 -0.095	 -0.065
  3.008	 -0.065	 -0.055
  3.016	 -0.035	 -0.045
  3.023	 -0.045	 -0.065
  3.031	 -0.005	 -0.055
  3.039	  0.025	 -0.025
  3.047	  0.035	 -0.035
  3.055	  0.035	 -0.045
  3.062	  0.045	 -0.035
  3.070	  0.095	 -0.025
  3.078	  0.135	 -0.015
  3.086	  0.135	 -0.025
  3.094	  0.185	 -0.015
  3.102	  0.205	  0.015
  3.109	  0.235	  0.025
  3.117	  0.235	  0.025
  3.125	  0.245	  0.035
  3.133	  0.245	  0.055
  3.141	  0.235	  0.075
  3.148	  0.185	  0.055
  3.156	  0.165	  0.045
  3.164	  0.125	  0.035
  3.172	  0.075	  0.005
  3.180	  0.035	 -0.025
  3.188	  0.025	 -0.035
  3.195	 -0.025	 -0.065
  3.203	 -0.045	 -0.055
  3.211	 -0.035	 -0.065
  3.219	 -0.055	 -0.085
  3.227	 -0.055	 -0.075
  3.234	 -0.055	 -0.065
  3.242	 -0.055	 -0.075
  3.250	 -0.035	 -0.085
  3.258	 -0.055	 -0.065
  3.266	 -0.035	 -0.055
  3.273	 -0.045	 -0.065
  3.281	 -0.035	 -0.075
  3.289	 -0.025	 -0.065
  3.297	 -0.025	 -0.055
  3.305	 -0.045	 -0.065
  3.312	 -0.035	 -0.075
  3.320	 -0.055	 -0.085
  3.328	 -0.035	 -0.075
  3.336	 -0.045	 -0.085
  3.344	 -0.055	 -0.115
  3.352	 -0.035	 -0.115
  3.359	 -0.035	 -0.095
  3.367	  0.035	 -0.045
  3.375	  0.065	 -0.035
  3.383	  0.015	 -0.065
  3.391	  0.005	 -0.095
  3.398	 -0.025	 -0.095
  3.406	 -0.085	 -0.145
  3.414	 -0.095	 -0.145
  3.422	 -0.115	 -0.135
  3.430	 -0.135	 -0.145
  3.438	 -0.125	 -0.155
  3.445	 -0.145	 -0.145
  3.453	 -0.135	 -0.135
  3.461	 -0.135	 -0.145
  3.469	 -0.145	 -0.155
  3.477	 -0.125	 -0.145
  3.484	 -0.135	 -0.115
  3.492	 -0.135	 -0.135
  3.500	 -0.125	 -0.125
  3.508	 -0.095	 -0.125
  3.516	 -0.185	 -0.095
  3.523	 -0.435	 -0.065
  3.531	 -0.265	  0.065
  3.539	  0.555	  0.405
  3.547	  1.665	 -0.085
  3.555	  1.495	 -0.375
  3.562	  0.105	 -0.815
  3.570	 -0.585	 -0.855
  3.578	 -0.505	 -0.535
  3.586	 -0.315	 -0.255
  3.594	 -0.155	 -0.095
  3.602	 -0.125	 -0.045
  3.609	 -0.155	 -0.065
  3.617	 -0.175	 -0.075
  3.625	 -0.155	 -0.075
  3.633	 -0.155	 -0.075
  3.641	 -0.155	 -0.045
  3.648	 -0.145	 -0.055
  3.656	 -0.145	 -0.055
  3.664	 -0.115	 -0.035
  3.672	 -0.125	 -0.025
  3.680	 -0.125	 -0.045
  3.688	 -0.105	 -0.035
  3.695	 -0.105	 -0.035
  3.703	 -0.085	 -0.015
  3.711	 -0.085	 -0.015
  3.719	 -0.045	 -0.015
  3.727	 -0.035	 -0.005
  3.734	 -0.035	 -0.005
  3.742	 -0.015	 -0.015
  3.750	 -0.005	  0.005
  3.758	  0.045	  0.015
  3.766	  0.055	  0.005
  3.773	  0.065	 -0.005
  3.781	  0.115	  0.015
  3.789	  0.135	  0.035
  3.797	  0.145	  0.025
  3.805	  0.165	  0.025
  3.812	  0.175	  0.035
  3.820	  0.205	  0.065
  3.828	  0.195	  0.075
  3.836	  0.155	  0.075
  3.844	  0.135	  0.075
  3.852	  0.085	  0.075
  3.859	  0.055	  0.045
  3.867	  0.015	  0.015
  3.875	 -0.045	 -0.005
  3.883	 -0.055	 -0.015
  3.891	 -0.065	 -0.015
  3.898	 -0.085	 -0.035
  3.906	 -0.075	 -0.035
  3.914	 -0.075	 -0.025
  3.922	 -0.085	 -0.035
  3.930	 -0.085	 -0.035
  3.938	 -0.095	 -0.035
  3.945	 -0.085	 -0.025
  3.953	 -0.075	 -0.025
  3.961	 -0.075	 -0.035
  3.969	 -0.065	 -0.025
  3.977	 -0.065	 -0.025
  3.984	 -0.065	 -0.025
  3.992	 -0.065	 -0.045
