time	sig 0	sig 1
  1.312	 -0.155	 -0.035
  1.320	 -0.185	 -0.055
  1.328	 -0.195	 -0.055
  1.336	 -0.175	 -0.045
  1.344	 -0.165	 -0.035
  1.352	 -0.185	 -0.045
  1.359	 -0.175	 -0.045
  1.367	 -0.155	 -0.045
  1.375	 -0.165	 -0.035
  1.383	 -0.155	 -0.025
  1.391	 -0.165	 -0.045
  1.398	 -0.185	 -0.035
  1.406	 -0.175	 -0.035
  1.414	 -0.135	 -0.005
  1.422	 -0.125	  0.015
  1.430	 -0.075	  0.045
  1.438	 -0.055	  0.085
  1.445	 -0.035	  0.115
  1.453	  0.025	  0.125
  1.461	  0.005	  0.005
  1.469	  0.005	 -0.015
  1.477	 -0.025	 -0.045
  1.484	 -0.105	 -0.075
  1.492	 -0.145	 -0.075
  1.500	 -0.185	 -0.075
  1.508	 -0.185	 -0.085
  1.516	 -0.165	 -0.095
  1.523	 -0.195	 -0.085
  1.531	 -0.135	 -0.005
  1.539	 -0.125	  0.165
  1.547	 -0.065	 -0.065
  1.555	  0.595	 -0.275
  1.562	  1.365	 -0.535
  1.570	  0.965	 -0.845
  1.578	 -0.315	 -0.745
  1.586	 -0.665	 -0.235
  1.594	 -0.435	 -0.055
  1.602	 -0.175	 -0.065
  1.609	 -0.135	 -0.065
  1.617	 -0.135	 -0.045
  1.625	 -0.165	 -0.045
  1.633	 -0.175	 -0.035
  1.641	 -0.175	 -0.055
  1.648	 -0.175	 -0.025
  1.656	 -0.145	 -0.005
  1.664	 -0.155	 -0.015
  1.672	 -0.155	 -0.025
  1.680	 -0.115	 -0.015
  1.688	 -0.115	  0.005
  1.695	 -0.125	  0.005
  1.703	 -0.105	 -0.005
  1.711	 -0.115	 -0.005
  1.719	 -0.105	  0.005
  1.727	 -0.075	  0.015
  1.734	 -0.065	 -0.005
  1.742	 -0.055	  0.015
  1.750	 -0.025	  0.005
  1.758	 -0.015	  0.015
  1.766	 -0.025	  0.005
  1.773	 -0.015	  0.005
  1.781	  0.035	  0.025
  1.789	  0.045	  0.015
  1.797	  0.055	  0.005
  1.805	  0.115	  0.025
  1.812	  0.115	  0.035
  1.820	  0.135	  0.025
  1.828	  0.155	  0.005
  1.836	  0.145	  0.025
  1.844	  0.155	  0.035
  1.852	  0.155	  0.025
  1.859	  0.115	  0.025
  1.867	  0.095	  0.025
  1.875	  0.035	  0.035
  1.883	 -0.015	  0.025
  1.891	 -0.095	 -0.005
  1.898	 -0.145	 -0.015
  1.906	 -0.165	 -0.015
  1.914	 -0.195	 -0.025
  1.922	 -0.215	 -0.035
  1.930	 -0.215	 -0.035
  1.938	 -0.235	 -0.035
  1.945	 -0.235	 -0.025
  1.953	 -0.225	 -0.045
  1.961	 -0.235	 -0.035
  1.969	 -0.215	 -0.035
  1.977	 -0.215	 -0.045
  1.984	 -0.225	 -0.045
  1.992	 -0.205	 -0.045
  2.000	 -0.215	 -0.035
  2.008	 -0.195	 -0.055
  2.016	 -0.205	 -0.055
  2.023	 -0.215	 -0.055
  2.031	 -0.185	 -0.045
  2.039	 -0.205	 -0.055
  2.047	 -0.205	 -0.075
  2.055	 -0.205	 -0.055
  2.062	 -0.205	 -0.065
  2.070	 -0.215	 -0.085
  2.078	 -0.215	 -0.095
  2.086	 -0.245	 -0.085
  2.094	 -0.225	 -0.075
  2.102	 -0.225	 -0.085
  2.109	 -0.225	 -0.095
  2.117	 -0.215	 -0.095
  2.125	 -0.225	 -0.085
  2.133	 -0.215	 -0.095
  2.141	 -0.235	 -0.105
  2.148	 -0.245	 -0.105
  2.156	 -0.245	 -0.105
  2.164	 -0.225	 -0.105
  2.172	 -0.225	 -0.115
  2.180	 -0.235	 -0.125
  2.188	 -0.215	 -0.105
  2.195	 -0.235	 -0.115
  2.203	 -0.235	 -0.115
  2.211	 -0.245	 -0.115
  2.219	 -0.235	 -0.105
  2.227	 -0.245	 -0.105
  2.234	 -0.245	 -0.125
  2.242	 -0.215	 -0.115
  2.250	 -0.235	 -0.115
  2.258	 -0.245	 -0.115
  2.266	 -0.235	 -0.115
  2.273	 -0.245	 -0.125
  2.281	 -0.245	 -0.125
  2.289	 -0.225	 -0.115
  2.297	 -0.235	 -0.125
  2.305	 -0.205	 -0.105
  2.312	 -0.225	 -0.125
  2.320	 -0.235	 -0.115
  2.328	 -0.205	 -0.125
  2.336	 -0.225	 -0.135
  2.344	 -0.215	 -0.125
  2.352	 -0.225	 -0.115
  2.359	 -0.215	 -0.135
  2.367	 -0.205	 -0.125
  2.375	 -0.165	 -0.095
  2.383	 -0.135	 -0.045
  2.391	 -0.115	 -0.035
  2.398	 -0.085	 -0.015
  2.406	 -0.055	  0.025
  2.414	 -0.005	  0.005
  2.422	 -0.025	 -0.095
  2.430	 -0.015	 -0.105
  2.438	 -0.075	 -0.135
  2.445	 -0.135	 -0.165
  2.453	 -0.165	 -0.165
  2.461	 -0.195	 -0.175
  2.469	 -0.195	 -0.175
  2.477	 -0.175	 -0.165
  2.484	 -0.185	 -0.195
  2.492	 -0.155	 -0.035
  2.500	 -0.105	  0.045
  2.508	  0.115	 -0.275
  2.516	  0.755	 -0.455
  2.523	  1.325	 -0.855
  2.531	  0.265	 -1.015
  2.539	 -0.605	 -0.535
  2.547	 -0.545	 -0.165
  2.555	 -0.285	 -0.155
  2.562	 -0.165	 -0.135
  2.570	 -0.175	 -0.145
  2.578	 -0.175	 -0.145
  2.586	 -0.185	 -0.135
  2.594	 -0.175	 -0.115
  2.602	 -0.165	 -0.105
  2.609	 -0.165	 -0.125
  2.617	 -0.145	 -0.115
  2.625	 -0.155	 -0.105
  2.633	 -0.135	 -0.095
  2.641	 -0.145	 -0.115
  2.648	 -0.155	 -0.095
  2.656	 -0.125	 -0.085
  2.664	 -0.125	 -0.095
  2.672	 -0.115	 -0.095
  2.680	 -0.105	 -0.095
  2.688	 -0.095	 -0.065
  2.695	 -0.095	 -0.085
  2.703	 -0.065	 -0.075
  2.711	 -0.055	 -0.085
  2.719	 -0.035	 -0.065
  2.727	 -0.025	 -0.075
  2.734	  0.005	 -0.075
  2.742	  0.035	 -0.055
  2.750	  0.055	 -0.065
  2.758	  0.075	 -0.065
  2.766	  0.095	 -0.075
  2.773	  0.095	 -0.075
  2.781	  0.135	 -0.055
  2.789	  0.155	 -0.065
  2.797	  0.165	 -0.065
  2.805	  0.175	 -0.065
  2.812	  0.155	 -0.065
  2.820	  0.125	 -0.065
  2.828	  0.075	 -0.085
  2.836	  0.005	 -0.085
  2.844	 -0.045	 -0.085
  2.852	 -0.095	 -0.115
  2.859	 -0.135	 -0.145
  2.867	 -0.155	 -0.125
  2.875	 -0.185	 -0.145
  2.883	 -0.205	 -0.155
  2.891	 -0.195	 -0.155
  2.898	 -0.225	 -0.155
  2.906	 -0.215	 -0.145
  2.914	 -0.195	 -0.145
  2.922	 -0.195	 -0.155
  2.930	 -0.175	 -0.155
  2.938	 -0.185	 -0.135
  2.945	 -0.195	 -0.145
  2.953	 -0.175	 -0.145
  2.961	 -0.195	 -0.155
  2.969	 -0.185	 -0.145
  2.977	 -0.165	 -0.135
  2.984	 -0.175	 -0.155
  2.992	 -0.165	 -0.165
  3.000	 -0.175	 -0.165
  3.008	 -0.185	 -0.155
  3.016	 -0.185	 -0.175
  3.023	 -0.195	 -0.175
  3.031	 -0.185	 -0.175
  3.039	 -0.185	 -0.165
  3.047	 -0.195	 -0.175
  3.055	 -0.195	 -0.185
  3.062	 -0.205	 -0.185
  3.070	 -0.205	 -0.185
  3.078	 -0.195	 -0.195
  3.086	 -0.225	 -0.195
  3.094	 -0.195	 -0.175
  3.102	 -0.205	 -0.185
  3.109	 -0.205	 -0.195
  3.117	 -0.195	 -0.185
  3.125	 -0.205	 -0.195
  3.133	 -0.195	 -0.185
  3.141	 -0.205	 -0.195
  3.148	 -0.215	 -0.195
  3.156	 -0.185	 -0.185
  3.164	 -0.205	 -0.195
  3.172	 -0.215	 -0.205
  3.180	 -0.165	 -0.195
  3.188	 -0.205	 -0.205
  3.195	 -0.195	 -0.185
  3.203	 -0.165	 -0.195
  3.211	 -0.215	 -0.195
  3.219	 -0.205	 -0.195
  3.227	 -0.185	 -0.185
  3.234	 -0.185	 -0.205
  3.242	 -0.175	 -0.205
  3.250	 -0.185	 -0.195
  3.258	 -0.175	 -0.185
  3.266	 -0.185	 -0.205
  3.273	 -0.185	 -0.195
  3.281	 -0.165	 -0.185
  3.289	 -0.185	 -0.185
  3.297	 -0.185	 -0.195
  3.305	 -0.165	 -0.185
  3.312	 -0.175	 -0.175
  3.320	 -0.165	 -0.195
  3.328	 -0.175	 -0.195
  3.336	 -0.145	 -0.165
  3.344	 -0.105	 -0.105
  3.352	 -0.055	 -0.085
  3.359	 -0.065	 -0.075
  3.367	 -0.015	 -0.035
  3.375	  0.025	 -0.035
  3.383	  0.015	 -0.145
  3.391	  0.005	 -0.185
  3.398	 -0.055	 -0.205
  3.406	 -0.085	 -0.205
  3.414	 -0.145	 -0.205
  3.422	 -0.185	 -0.235
  3.430	 -0.155	 -0.235
  3.438	 -0.155	 -0.225
  3.445	 -0.165	 -0.235
  3.453	 -0.135	 -0.095
  3.461	 -0.115	 -0.015
  3.469	  0.095	 -0.315
  3.477	  0.815	 -0.535
  3.484	  1.595	 -0.885
  3.492	  0.585	 -1.125
  3.500	 -0.565	 -0.785
  3.508	 -0.595	 -0.255
  3.516	 -0.275	 -0.175
  3.523	 -0.145	 -0.145
  3.531	 -0.145	 -0.155
  3.539	 -0.135	 -0.145
  3.547	 -0.135	 -0.145
  3.555	 -0.135	 -0.135
  3.562	 -0.145	 -0.125
  3.570	 -0.155	 -0.105
  3.578	 -0.105	 -0.095
  3.586	 -0.135	 -0.095
  3.594	 -0.125	 -0.085
  3.602	 -0.115	 -0.085
  3.609	 -0.125	 -0.085
  3.617	 -0.075	 -0.075
  3.625	 -0.085	 -0.065
  3.633	 -0.095	 -0.065
  3.641	 -0.055	 -0.075
  3.648	 -0.065	 -0.065
  3.656	 -0.035	 -0.045
  3.664	 -0.005	 -0.045
  3.672	 -0.005	 -0.045
  3.680	  0.035	 -0.045
  3.688	  0.045	 -0.035
  3.695	  0.045	 -0.025
  3.703	  0.085	 -0.035
  3.711	  0.105	 -0.025
  3.719	  0.145	 -0.005
  3.727	  0.175	 -0.005
  3.734	  0.185	 -0.025
  3.742	  0.215	 -0.015
  3.750	  0.245	 -0.005
  3.758	  0.245	  0.005
  3.766	  0.255	 -0.015
  3.773	  0.235	 -0.015
  3.781	  0.205	 -0.015
  3.789	  0.185	 -0.025
  3.797	  0.145	 -0.045
  3.805	  0.085	 -0.055
  3.812	  0.015	 -0.065
  3.820	 -0.065	 -0.075
  3.828	 -0.085	 -0.095
  3.836	 -0.115	 -0.105
  3.844	 -0.125	 -0.105
  3.852	 -0.165	 -0.115
  3.859	 -0.155	 -0.125
  3.867	 -0.155	 -0.105
  3.875	 -0.155	 -0.115
  3.883	 -0.165	 -0.125
  3.891	 -0.155	 -0.125
  3.898	 -0.165	 -0.115
  3.906	 -0.135	 -0.105
  3.914	 -0.145	 -0.125
  3.922	 -0.145	 -0.125
  3.930	 -0.115	 -0.125
  3.938	 -0.125	 -0.115
  3.945	 -0.125	 -0.125
  3.953	 -0.125	 -0.135
  3.961	 -0.135	 -0.125
  3.969	 -0.135	 -0.125
  3.977	 -0.125	 -0.125
  3.984	 -0.135	 -0.145
  3.992	 -0.135	 -0.145
