time	sig 0	sig 1
  1.234	 -0.105	 -0.105
  1.242	 -0.115	 -0.095
  1.250	 -0.105	 -0.115
  1.258	 -0.115	 -0.115
  1.266	 -0.135	 -0.105
  1.273	 -0.145	 -0.145
  1.281	 -0.125	 -0.125
  1.289	 -0.115	 -0.115
  1.297	 -0.095	 -0.095
  1.305	 -0.095	 -0.115
  1.312	 -0.095	 -0.095
  1.320	 -0.105	 -0.095
  1.328	 -0.105	 -0.095
  1.336	 -0.105	 -0.125
  1.344	 -0.055	 -0.055
  1.352	 -0.015	 -0.055
  1.359	 -0.025	 -0.085
  1.367	  0.045	 -0.095
  1.375	  0.075	 -0.105
  1.383	  0.015	 -0.115
  1.391	 -0.085	 -0.115
  1.398	 -0.075	 -0.145
  1.406	 -0.075	 -0.145
  1.414	 -0.135	 -0.115
  1.422	 -0.105	 -0.115
  1.430	 -0.125	 -0.145
  1.438	 -0.125	 -0.145
  1.445	 -0.115	 -0.135
  1.453	 -0.145	 -0.135
  1.461	 -0.145	 -0.155
  1.469	 -0.135	 -0.135
  1.477	 -0.125	 -0.135
  1.484	 -0.085	 -0.125
  1.492	 -0.075	 -0.025
  1.500	 -0.365	  0.055
  1.508	 -0.615	 -0.055
  1.516	 -0.035	 -0.805
  1.523	  1.565	 -1.175
  1.531	  2.575	 -0.805
  1.539	  2.895	 -0.625
  1.547	  1.415	 -0.275
  1.555	  0.065	 -0.085
  1.562	 -0.085	 -0.015
  1.570	 -0.115	 -0.005
  1.578	 -0.185	 -0.015
  1.586	 -0.205	 -0.015
  1.594	 -0.205	 -0.015
  1.602	 -0.215	 -0.005
  1.609	 -0.185	 -0.005
  1.617	 -0.195	 -0.015
  1.625	 -0.195	  0.005
  1.633	 -0.185	  0.005
  1.641	 -0.205	  0.005
  1.648	 -0.205	 -0.005
  1.656	 -0.185	  0.005
  1.664	 -0.185	  0.025
  1.672	 -0.135	  0.045
  1.680	 -0.125	  0.025
  1.688	 -0.115	  0.045
  1.695	 -0.085	  0.055
  1.703	 -0.085	  0.055
  1.711	 -0.045	  0.055
  1.719	  0.005	  0.065
  1.727	  0.055	  0.095
  1.734	  0.135	  0.105
  1.742	  0.175	  0.085
  1.750	  0.225	  0.085
  1.758	  0.285	  0.105
  1.766	  0.305	  0.095
  1.773	  0.345	  0.085
  1.781	  0.365	  0.085
  1.789	  0.355	  0.095
  1.797	  0.335	  0.075
  1.805	  0.245	  0.035
  1.812	  0.135	  0.005
  1.820	  0.055	 -0.005
  1.828	 -0.065	 -0.055
  1.836	 -0.115	 -0.065
  1.844	 -0.135	 -0.075
  1.852	 -0.165	 -0.085
  1.859	 -0.135	 -0.075
  1.867	 -0.155	 -0.085
  1.875	 -0.145	 -0.085
  1.883	 -0.155	 -0.075
  1.891	 -0.175	 -0.095
  1.898	 -0.175	 -0.105
  1.906	 -0.165	 -0.085
  1.914	 -0.155	 -0.075
  1.922	 -0.135	 -0.075
  1.930	 -0.135	 -0.085
  1.938	 -0.145	 -0.065
  1.945	 -0.135	 -0.055
  1.953	 -0.155	 -0.075
  1.961	 -0.175	 -0.085
  1.969	 -0.165	 -0.075
  1.977	 -0.155	 -0.055
  1.984	 -0.135	 -0.075
  1.992	 -0.135	 -0.085
  2.000	 -0.135	 -0.075
  2.008	 -0.145	 -0.075
  2.016	 -0.165	 -0.075
  2.023	 -0.165	 -0.085
  2.031	 -0.175	 -0.105
  2.039	 -0.165	 -0.095
  2.047	 -0.155	 -0.075
  2.055	 -0.165	 -0.105
  2.062	 -0.175	 -0.105
  2.070	 -0.165	 -0.105
  2.078	 -0.195	 -0.125
  2.086	 -0.205	 -0.135
  2.094	 -0.185	 -0.135
  2.102	 -0.175	 -0.125
  2.109	 -0.165	 -0.115
  2.117	 -0.165	 -0.125
  2.125	 -0.165	 -0.115
  2.133	 -0.185	 -0.105
  2.141	 -0.185	 -0.125
  2.148	 -0.185	 -0.135
  2.156	 -0.165	 -0.125
  2.164	 -0.155	 -0.115
  2.172	 -0.145	 -0.115
  2.180	 -0.145	 -0.115
  2.188	 -0.135	 -0.115
  2.195	 -0.135	 -0.135
  2.203	 -0.135	 -0.085
  2.211	 -0.085	 -0.065
  2.219	 -0.065	 -0.105
  2.227	 -0.015	 -0.105
  2.234	  0.075	 -0.125
  2.242	 -0.015	 -0.165
  2.250	 -0.095	 -0.135
  2.258	 -0.065	 -0.145
  2.266	 -0.135	 -0.165
  2.273	 -0.175	 -0.165
  2.281	 -0.175	 -0.165
  2.289	 -0.175	 -0.155
  2.297	 -0.145	 -0.145
  2.305	 -0.145	 -0.155
  2.312	 -0.145	 -0.155
  2.320	 -0.145	 -0.165
  2.328	 -0.175	 -0.155
  2.336	 -0.185	 -0.155
  2.344	 -0.165	 -0.155
  2.352	 -0.155	  0.005
  2.359	 -0.505	  0.125
  2.367	 -0.695	  0.065
  2.375	 -0.005	 -0.985
  2.383	  1.605	 -1.265
  2.391	  2.585	 -0.805
  2.398	  2.905	 -0.745
  2.406	  1.545	 -0.375
  2.414	  0.025	 -0.095
  2.422	 -0.125	  0.005
  2.430	 -0.145	 -0.005
  2.438	 -0.205	 -0.035
  2.445	 -0.225	 -0.015
  2.453	 -0.265	 -0.015
  2.461	 -0.275	 -0.035
  2.469	 -0.275	 -0.025
  2.477	 -0.265	 -0.025
  2.484	 -0.245	 -0.015
  2.492	 -0.245	 -0.025
  2.500	 -0.245	 -0.045
  2.508	 -0.225	 -0.025
  2.516	 -0.235	 -0.025
  2.523	 -0.215	 -0.035
  2.531	 -0.185	 -0.025
  2.539	 -0.185	 -0.025
  2.547	 -0.125	 -0.015
  2.555	 -0.125	 -0.015
  2.562	 -0.085	  0.015
  2.570	 -0.055	  0.035
  2.578	 -0.035	  0.025
  2.586	 -0.015	 -0.005
  2.594	  0.055	  0.015
  2.602	  0.125	  0.035
  2.609	  0.205	  0.035
  2.617	  0.245	  0.025
  2.625	  0.285	  0.025
  2.633	  0.325	  0.035
  2.641	  0.345	  0.025
  2.648	  0.325	  0.045
  2.656	  0.295	  0.015
  2.664	  0.245	  0.025
  2.672	  0.155	  0.005
  2.680	  0.085	 -0.005
  2.688	 -0.015	 -0.055
  2.695	 -0.095	 -0.075
  2.703	 -0.145	 -0.095
  2.711	 -0.205	 -0.095
  2.719	 -0.195	 -0.075
  2.727	 -0.175	 -0.075
  2.734	 -0.175	 -0.075
  2.742	 -0.175	 -0.065
  2.750	 -0.185	 -0.075
  2.758	 -0.185	 -0.075
  2.766	 -0.195	 -0.065
  2.773	 -0.215	 -0.075
  2.781	 -0.195	 -0.065
  2.789	 -0.185	 -0.075
  2.797	 -0.185	 -0.055
  2.805	 -0.175	 -0.065
  2.812	 -0.175	 -0.085
  2.820	 -0.175	 -0.085
  2.828	 -0.185	 -0.085
  2.836	 -0.215	 -0.105
  2.844	 -0.205	 -0.115
  2.852	 -0.185	 -0.095
  2.859	 -0.175	 -0.095
  2.867	 -0.175	 -0.115
  2.875	 -0.185	 -0.135
  2.883	 -0.195	 -0.135
  2.891	 -0.215	 -0.135
  2.898	 -0.225	 -0.135
  2.906	 -0.215	 -0.125
  2.914	 -0.205	 -0.125
  2.922	 -0.195	 -0.115
  2.930	 -0.195	 -0.145
  2.938	 -0.215	 -0.115
  2.945	 -0.205	 -0.105
  2.953	 -0.225	 -0.115
  2.961	 -0.225	 -0.145
  2.969	 -0.215	 -0.125
  2.977	 -0.215	 -0.105
  2.984	 -0.175	 -0.105
  2.992	 -0.165	 -0.115
  3.000	 -0.165	 -0.135
  3.008	 -0.135	 -0.065
  3.016	 -0.125	 -0.075
  3.023	 -0.115	 -0.115
  3.031	 -0.065	 -0.095
  3.039	  0.005	 -0.125
  3.047	 -0.015	 -0.145
  3.055	 -0.105	 -0.135
  3.062	 -0.115	 -0.145
  3.070	 -0.125	 -0.145
  3.078	 -0.205	 -0.135
  3.086	 -0.215	 -0.145
  3.094	 -0.225	 -0.155
  3.102	 -0.215	 -0.165
  3.109	 -0.185	 -0.145
  3.117	 -0.185	 -0.145
  3.125	 -0.185	 -0.155
  3.133	 -0.185	 -0.135
  3.141	 -0.215	 -0.145
  3.148	 -0.195	 -0.145
  3.156	 -0.155	 -0.065
  3.164	 -0.305	  0.135
  3.172	 -0.675	  0.215
  3.180	 -0.575	 -0.235
  3.188	  0.765	 -1.375
  3.195	  2.195	 -0.955
  3.203	  2.855	 -0.765
  3.211	  2.415	 -0.545
  3.219	  0.505	 -0.145
  3.227	 -0.165	  0.005
  3.234	 -0.145	  0.025
  3.242	 -0.195	 -0.005
  3.250	 -0.235	 -0.015
  3.258	 -0.255	  0.015
  3.266	 -0.275	 -0.005
  3.273	 -0.285	 -0.025
  3.281	 -0.265	 -0.005
  3.289	 -0.255	 -0.005
  3.297	 -0.225	  0.005
  3.305	 -0.225	 -0.025
  3.312	 -0.225	  0.005
  3.320	 -0.215	  0.025
  3.328	 -0.215	 -0.005
  3.336	 -0.215	 -0.005
  3.344	 -0.175	  0.015
  3.352	 -0.155	  0.025
  3.359	 -0.095	  0.035
  3.367	 -0.085	  0.045
  3.375	 -0.045	  0.055
  3.383	 -0.005	  0.065
  3.391	  0.025	  0.045
  3.398	  0.075	  0.045
  3.406	  0.155	  0.065
  3.414	  0.215	  0.055
  3.422	  0.285	  0.055
  3.430	  0.335	  0.055
  3.438	  0.365	  0.055
  3.445	  0.395	  0.075
  3.453	  0.365	  0.055
  3.461	  0.325	  0.045
  3.469	  0.255	  0.025
  3.477	  0.185	  0.025
  3.484	  0.115	  0.015
  3.492	  0.005	 -0.015
  3.500	 -0.035	 -0.035
  3.508	 -0.095	 -0.035
  3.516	 -0.145	 -0.055
  3.523	 -0.155	 -0.065
  3.531	 -0.145	 -0.065
  3.539	 -0.155	 -0.065
  3.547	 -0.125	 -0.055
  3.555	 -0.125	 -0.085
  3.562	 -0.135	 -0.055
  3.570	 -0.125	 -0.035
  3.578	 -0.145	 -0.045
  3.586	 -0.135	 -0.055
  3.594	 -0.135	 -0.045
  3.602	 -0.135	 -0.045
  3.609	 -0.095	 -0.025
  3.617	 -0.095	 -0.045
  3.625	 -0.095	 -0.045
  3.633	 -0.095	 -0.045
  3.641	 -0.125	 -0.055
  3.648	 -0.115	 -0.065
  3.656	 -0.105	 -0.065
  3.664	 -0.115	 -0.065
  3.672	 -0.095	 -0.065
  3.680	 -0.105	 -0.075
  3.688	 -0.115	 -0.085
  3.695	 -0.115	 -0.065
  3.703	 -0.135	 -0.075
  3.711	 -0.145	 -0.105
  3.719	 -0.145	 -0.095
  3.727	 -0.115	 -0.085
  3.734	 -0.105	 -0.085
  3.742	 -0.115	 -0.115
  3.750	 -0.125	 -0.115
  3.758	 -0.115	 -0.095
  3.766	 -0.135	 -0.105
  3.773	 -0.135	 -0.115
  3.781	 -0.125	 -0.125
  3.789	 -0.125	 -0.115
  3.797	 -0.095	 -0.115
  3.805	 -0.105	 -0.115
  3.812	 -0.105	 -0.115
  3.820	 -0.095	 -0.095
  3.828	 -0.115	 -0.105
  3.836	 -0.095	 -0.115
  3.844	 -0.085	 -0.085
  3.852	 -0.025	 -0.035
  3.859	  0.025	 -0.045
  3.867	  0.005	 -0.095
  3.875	  0.095	 -0.105
  3.883	  0.095	 -0.115
  3.891	 -0.015	 -0.165
  3.898	 -0.065	 -0.135
  3.906	 -0.045	 -0.155
  3.914	 -0.065	 -0.155
  3.922	 -0.085	 -0.105
  3.930	 -0.105	 -0.135
  3.938	 -0.125	 -0.155
  3.945	 -0.115	 -0.135
  3.953	 -0.145	 -0.155
  3.961	 -0.135	 -0.155
  3.969	 -0.135	 -0.165
  3.977	 -0.135	 -0.145
  3.984	 -0.095	 -0.115
  3.992	 -0.085	 -0.155
